component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9894841909408568
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9967668056488036
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9843313097953796
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9977805614471436
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999130368232728
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9574253559112548
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9828813076019288
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9669921398162842
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9801315665245056
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9760730266571044
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8866039514541626
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6784567832946777
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9846661686897278
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5383988618850708
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6175339818000793
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8475059270858765
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4642515778541565
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4162837266921997
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.98057359457016
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9424703121185304
