component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6047960519790649
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9903424978256226
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7015595436096191
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9922540187835692
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5024741291999817
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9662125706672668
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9787942171096802
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9939712882041932
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5060452818870544
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.948541820049286
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9957690834999084
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.848076581954956
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8990354537963867
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.461029052734375
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9972853660583496
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7562835812568665
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9739448428153992
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9495829939842224
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7660921812057495
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7575509548187256
