component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9709083437919616
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9992967247962952
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9987709522247314
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9956163167953492
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995443820953368
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9925165176391602
6	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9987189769744872
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8112003207206726
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9817005395889282
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9980292320251464
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9971027374267578
11	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9609782099723816
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9188860654830932
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6150667667388916
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.943725287914276
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6891045570373535
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8378508687019348
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6910514235496521
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9912771582603456
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3700070381164551
