component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9731170535087584
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7289129495620728
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993718862533568
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998166561126708
4	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9995757341384888
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997571706771852
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8609756231307983
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9874386787414552
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9858466386795044
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8086297512054443
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9309574365615844
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.997093915939331
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5098772644996643
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.834181547164917
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8905226588249207
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9537128210067748
16	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4443472027778625
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8205395340919495
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8631806373596191
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7096761465072632
