component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.989875555038452
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9992986917495728
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8222590088844299
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9996107816696168
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9957754611968994
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6204041242599487
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9930766820907592
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.993865430355072
8	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8914166688919067
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.992277979850769
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7292001843452454
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.545283317565918
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.703403890132904
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6704883575439453
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8272561430931091
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4722317457199096
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5770899057388306
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8343582153320312
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4725684523582458
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8517504930496216
