component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9883308410644532
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9982410669326782
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7810755968093872
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.998836100101471
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9979984760284424
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9015830755233764
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9991055727005004
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.995782732963562
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9970850348472596
9	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.869317889213562
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7148369550704956
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7463860511779785
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7986599206924438
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.446528673171997
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8864470720291138
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7876228094100952
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.724257230758667
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9389442801475524
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7885622978210449
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4919488430023193
