component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9833704233169556
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9964704513549804
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9571973085403442
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9268530607223512
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9988186955451964
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5096118450164795
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4865153431892395
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9861340522766112
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9469037652015686
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8332570195198059
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5377696752548218
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7566171884536743
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5596129894256592
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8735142946243286
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4249820113182068
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9843223094940186
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.597625195980072
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4285223484039306
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5600633025169373
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7538160085678101
