component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.991860032081604
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9886638522148132
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8091511726379395
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5525636076927185
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.96409672498703
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9477398991584778
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9572718143463136
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4002160429954529
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4634095430374145
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8564836978912354
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9856072068214417
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8500849604606628
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8831234574317932
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9607080221176147
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8972437977790833
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9858292937278748
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5990984439849854
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9045032858848572
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9056960344314576
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5771528482437134
