component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9842675924301147
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997075200080872
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997259378433228
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9826982021331788
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998621940612792
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9758142828941344
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8761852383613586
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999861478805542
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9924518465995787
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9995315670967102
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9972842931747437
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5847312211990356
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9623613357543944
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6060141324996948
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7938623428344727
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5350008606910706
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.439959853887558
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8664488792419434
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7416607737541199
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5146535634994507
