component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9821335673332214
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999820351600647
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993524551391602
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.997799813747406
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999254941940308
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995319843292236
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9978342652320862
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.998276710510254
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7708320617675781
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.958907961845398
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6145429015159607
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6837031841278076
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9818252325057985
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6221209764480591
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.515651285648346
15	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5388134717941284
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9571768641471864
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6936960220336914
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.2639012038707733
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8013665676116943
