component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.482633113861084
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7546991109848022
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994456768035888
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9866161346435548
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8533880710601807
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4138191938400268
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9959005117416382
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8612902760505676
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9737429618835448
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5365234613418579
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9926151037216188
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4452197551727295
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4166911840438843
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6444489359855652
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4393466114997864
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6495596766471863
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8804095983505249
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3584246039390564
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.646877110004425
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7076842784881592
