component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8640943765640259
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6591082811355591
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9145703315734864
3	ica	Independent Component	bad	n/a	Manual	n/a	heart beat	1.0
4	ica	Independent Component	bad	n/a	Manual	n/a	muscle artifact	1.0
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9406886100769044
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4042192697525024
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6811208128929138
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.932526707649231
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.910247564315796
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8701421022415161
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8102622032165527
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8076758980751038
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9661543369293212
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5846155881881714
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5040404200553894
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9815768599510192
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8847113251686096
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9373936653137208
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7171298861503601
