component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	Manual	n/a	eye movement	1.0
1	ica	Independent Component	bad	n/a	Manual	n/a	eye movement	1.0
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5447691679000854
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4816838800907135
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.909649133682251
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5502524375915527
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.993555188179016
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6387012004852295
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.712455153465271
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9935905933380128
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6179137229919434
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7912337779998779
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7053356766700745
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9649121165275574
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3799417614936828
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8745680451393127
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8416012525558472
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8142102360725403
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7661561369895935
19	ica	Independent Component	bad	n/a	Manual	n/a	channel noise	1.0
