component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.995589554309845
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999048113822936
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.998969793319702
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.994428813457489
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995610117912292
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8938209414482117
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.990843653678894
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6684476137161255
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9987406134605408
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9959831237792968
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9613200426101683
11	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.5364370942115784
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9945541620254515
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7261518239974976
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7084912657737732
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9995192885398864
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8648037910461426
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9925888776779176
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7532855868339539
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9963778853416444
